required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled,total_guests,total_nights,avg_price_per_room
0,46,2018,12,16,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,79.2
0,69,2017,9,22,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,106.0
0,121,2018,12,15,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,2,79.2
0,208,2017,12,29,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,75.44
0,52,2018,11,9,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,127.37
0,2,2017,12,5,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,9,91.67
0,0,2018,9,26,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,1,1,106.65
0,49,2017,12,30,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,71.0
0,59,2018,11,19,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,75.0
0,12,2017,10,20,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,2,130.0
0,8,2017,9,15,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,65.0
0,81,2018,5,3,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,2,116.1
0,282,2018,11,12,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,77.0
0,1,2017,11,14,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,79.0
0,5,2018,5,24,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2,2,110.0
0,6,2018,12,26,1,0,6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,65.0
0,114,2018,6,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,75.0
0,272,2018,7,28,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,5,90.1
0,32,2018,12,2,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,4,147.9
0,44,2018,2,17,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,75.0
0,188,2018,6,15,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2,130.0
0,170,2017,9,12,0,0,0,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,96.9
0,128,2018,7,8,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,2,130.5
0,75,2018,4,25,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,5,80.75
0,258,2018,10,2,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,7,90.1
0,220,2018,11,29,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,7,73.95
0,4,2017,10,4,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,0.0
0,158,2018,5,25,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,4,123.25
0,2,2017,12,2,1,0,5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,74.0
0,286,2018,10,16,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1,90.0
0,29,2018,12,2,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2,2,85.0
0,200,2018,10,31,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,2,3,82.92
0,34,2018,8,16,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,9,168.3
0,153,2018,6,30,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,85.0
0,76,2018,4,21,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,1,1,69.3
0,1,2018,4,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,65.0
0,36,2018,12,28,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,168.73
0,82,2018,6,23,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,85.5
0,26,2018,12,19,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,79.2
0,0,2018,2,13,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,2,106.0
0,66,2018,6,17,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,1,108.11
0,182,2018,10,6,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,4,122.4
0,4,2018,3,26,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,3,176.0
0,16,2018,11,6,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,3,163.17
0,299,2018,9,17,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,7,100.3
1,4,2018,1,9,0,0,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,2,2,0.0
0,79,2018,7,9,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,5,143.1
0,73,2018,5,31,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,2,116.1
0,21,2018,12,24,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,3,96.0
0,136,2018,6,28,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,7,80.75
0,113,2018,3,25,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,58.0
0,207,2018,12,30,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,3,113.4
0,3,2018,3,4,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,2,107.0
0,30,2018,7,15,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,6,146.1
0,102,2017,10,16,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,2,101.5
0,83,2018,3,12,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,6,46.67
0,167,2018,11,19,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,5,85.0
0,0,2018,6,15,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,1,0.0
1,20,2018,8,5,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,12.0
0,213,2018,6,7,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,130.0
0,59,2018,11,28,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,88.4
0,180,2018,8,15,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,7,82.08
0,141,2018,7,16,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,2,137.7
0,15,2018,2,12,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,2,79.0
0,124,2018,9,4,0,0,0,4,True,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,163.8
0,39,2017,8,14,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,109.0
0,195,2018,8,13,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,106.03
0,115,2018,2,27,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,76.0
0,158,2018,4,12,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,107.0
0,45,2018,4,13,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,94.5
0,46,2018,12,7,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,86.4
0,301,2018,7,30,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,2,115.0
0,7,2017,12,31,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,1,6,117.0
0,1,2018,1,7,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,82.0
0,136,2018,8,3,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,105.3
0,32,2018,12,27,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,6,70.0
0,50,2018,10,20,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,89.1
0,38,2018,5,30,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,2,170.1
0,56,2018,11,14,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,75.0
0,147,2018,9,25,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,129.6
0,17,2018,2,23,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,4,4,171.0
0,41,2018,3,13,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2,3,85.67
0,74,2017,9,18,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,101.5
0,175,2018,7,23,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,85.5
0,5,2018,4,28,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,130.13
0,33,2017,10,19,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,96.3
0,0,2018,10,10,1,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,95.0
0,48,2018,5,29,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,121.5
0,40,2018,5,13,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,126.9
0,0,2018,12,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,2,96.0
0,10,2018,1,15,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,87.0
0,11,2018,2,6,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,93.0
0,258,2018,9,15,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,106.2
0,9,2018,6,10,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,3,221.0
0,49,2018,7,11,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,93.15
0,213,2018,6,7,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,130.0
0,15,2018,9,28,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,1,164.0
0,12,2017,8,22,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,81.0
0,14,2018,9,12,1,0,5,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2,1,0.0
0,100,2018,9,5,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,4,91.51
0,5,2017,11,15,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,4,93.5
0,64,2018,5,17,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,2,130.0
0,4,2017,8,17,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,122.0
0,101,2018,10,24,0,0,0,4,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,100.2
0,95,2018,7,30,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,10,149.58
0,113,2018,8,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,2,121.5
0,0,2018,4,7,1,0,21,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,1,0.0
0,28,2018,8,29,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,90.98
0,40,2018,2,14,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,67.5
0,46,2018,2,13,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,48.6
0,8,2018,8,6,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,151.0
0,95,2018,12,24,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,6,80.61
0,183,2018,9,8,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,110.0
0,74,2017,9,18,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,109.0
0,69,2018,3,12,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,2,150.3
0,63,2018,9,2,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,177.75
0,257,2017,7,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,2,101.5
1,3,2017,8,11,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,107.0
0,11,2018,11,5,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,150.0
0,8,2017,12,26,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,52.0
0,57,2018,11,11,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,64.37
0,105,2018,4,6,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1,75.0
0,137,2018,6,13,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,101.53
0,53,2018,4,25,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,3,119.1
0,56,2018,7,11,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,88.01
0,116,2018,12,17,0,0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True,1,3,79.2
0,62,2018,3,9,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,4,63.75
0,0,2018,7,22,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,1,75.0
0,27,2018,6,9,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,120.0
0,1,2018,1,29,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,79.0
0,71,2018,6,14,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,120.0
0,5,2018,10,1,0,0,0,2,False,False,False,False,False,False,False,False,True,False,False,False,True,True,2,4,221.38
0,70,2018,6,3,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,100.0
1,96,2018,10,24,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,100.13
0,20,2018,2,21,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,66.0
0,118,2018,5,24,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,4,187.85
0,303,2018,12,6,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,73.95
0,37,2018,10,13,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,105.0
0,4,2018,6,10,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,2,108.8
1,132,2018,10,21,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,179.0
0,24,2018,5,21,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,3,285.17
0,43,2018,2,5,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,3,69.53
0,18,2018,10,10,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,139.0
0,181,2018,8,23,0,0,0,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3,5,162.15
0,21,2018,8,9,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,139.0
0,0,2018,9,27,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2,1,160.0
0,166,2018,11,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,3,110.0
0,88,2018,7,5,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,7,127.8
0,0,2017,8,18,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,True,2,1,129.0
0,386,2018,10,23,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,2,115.0
0,66,2017,10,9,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,75.0
0,418,2018,9,26,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,75.0
0,3,2018,1,3,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,94.0
0,22,2017,9,17,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,4,109.25
0,38,2018,6,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,2,99.0
0,142,2018,12,22,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,79.2
0,10,2018,6,9,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,121.0
0,48,2018,9,26,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,5,154.98
0,179,2017,9,20,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1,93.5
0,0,2017,8,22,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,124.0
0,203,2018,12,30,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,4,120.7
0,48,2018,9,4,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3,2,126.0
0,199,2018,12,28,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,102.85
0,72,2017,9,18,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,108.0
0,41,2018,3,13,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2,3,85.67
0,55,2018,3,20,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,5,124.1
0,225,2018,10,17,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,5,106.25
0,252,2018,12,28,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,9,69.42
1,23,2018,6,12,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,1,133.95
0,433,2018,9,8,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,70.0
0,120,2017,8,20,0,0,0,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True,2,7,88.38
0,116,2018,2,28,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,76.0
0,12,2018,5,7,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,1,177.0
0,70,2018,7,11,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,6,85.0
0,148,2018,8,1,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,5,112.2
0,19,2017,12,23,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,2,1,77.25
0,236,2018,10,20,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,5,106.25
0,175,2018,8,16,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,7,100.66
0,69,2018,6,12,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,6,120.0
0,158,2018,5,25,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,4,198.9
0,64,2018,5,17,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,3,130.0
0,8,2017,8,16,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1,99.0
0,37,2018,7,20,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,1,4,131.03
0,214,2018,9,30,0,0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,96.9
0,89,2018,12,10,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,2,96.0
0,169,2018,4,22,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,63.5
0,103,2017,7,18,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,94.5
0,164,2017,10,2,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,100.0
0,110,2018,8,12,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,5,159.3
0,166,2018,11,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,110.0
0,47,2018,3,10,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,3,91.8
0,12,2018,1,19,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,71.0
0,39,2017,8,14,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,87.0
0,138,2017,8,22,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,94.5
0,253,2018,10,7,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,3,140.4
0,128,2018,7,7,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,103.5
0,3,2017,10,22,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,87.78
0,3,2018,4,28,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,1,1,119.0
0,49,2018,9,19,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,2,4,192.6
0,92,2017,12,22,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,2,4,60.0
0,17,2018,10,7,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,117.04
0,4,2018,12,20,0,0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,67.58
0,7,2018,12,29,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True,1,4,125.8
0,11,2018,5,8,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,133.5
0,201,2018,10,16,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,96.3
0,261,2018,12,26,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,10,68.51
0,34,2017,9,23,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,224.67
0,14,2017,10,15,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,100.0
0,274,2018,7,31,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,2,3,96.5
0,127,2018,11,12,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,79.2
0,107,2018,8,5,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,111.3
0,33,2018,3,5,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,78.5
0,86,2017,9,24,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,105.0
0,12,2018,3,2,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,3,133.33
0,39,2018,11,12,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,16,70.87
1,190,2018,7,24,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,99.95
1,10,2017,8,20,0,0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,90.0
0,112,2018,5,5,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,4,115.52
0,1,2018,2,28,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,3,60.0
0,217,2018,5,25,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,90.1
0,1,2017,9,30,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,98.1
1,6,2018,7,6,1,0,10,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,2,67.0
0,18,2018,12,24,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,80.0
0,62,2018,3,13,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,63.49
0,119,2018,9,2,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,5,131.4
0,31,2018,10,2,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,3,114.3
0,88,2018,4,6,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,3,100.72
0,86,2018,3,31,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,82.45
0,79,2018,4,28,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,125.38
0,60,2017,10,12,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,60.0
0,66,2018,9,15,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,2,149.4
0,301,2018,11,18,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,2,52.0
0,208,2018,9,3,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,161.1
0,78,2018,3,24,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,70.03
0,102,2017,10,16,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,87.0
0,34,2017,9,23,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,224.67
0,296,2018,9,21,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,4,117.0
0,38,2018,11,4,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,120.91
0,72,2018,4,11,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,5,79.56
0,7,2018,10,30,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,138.5
0,108,2017,12,21,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,72.25
0,29,2018,4,18,0,0,0,2,True,False,False,False,False,False,False,False,False,False,False,False,True,True,3,4,163.46
0,157,2018,6,14,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,3,132.9
0,204,2017,10,9,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,72.75
0,47,2018,9,9,0,0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,125.1
1,20,2017,12,28,0,0,0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,True,4,3,199.33
0,112,2018,5,2,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,107.95
0,57,2018,5,13,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,5,109.65
0,38,2018,10,15,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,111.8
